Year,State,Crop,Season,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
2013,Chhattisgarh,Other  Rabi pulses,Rabi,2422.0,1418.3,349954.78,653.94,1.198
2014,Tamil Nadu,Garlic,Whole Year,449.0,911.3,67781.04,148.17,2.711667
2015,Telangana,Soyabean,Kharif,242802.0,747.9,38340863.82,80124.66,1.063333
2015,Jammu and Kashmir,Turmeric,Kharif,9.0,1572.6,1421.19,2.97,1.0
2000,Tamil Nadu,Turmeric,Whole Year,28675.0,971.1,2815024.75,7455.5,5.306087
2017,Madhya Pradesh,Mesta,Kharif,2000.0,800.0,314880.0,760.0,1.083333
2007,Jammu and Kashmir,Groundnut,Kharif,3.0,1042.2,400.2,0.48,0.5
2010,Himachal Pradesh,Small millets,Kharif,5371.0,1319.8,892176.81,1289.04,0.591429
2012,Nagaland,Small millets,Kharif,8580.0,1296.6,1293864.0,2659.8,1.116667
2001,Bihar,Arhar/Tur,Kharif,41954.0,1247.0,4284762.02,10908.04,1.242162
2001,Andhra Pradesh,Rice,Kharif,2426073.0,928.4,247774835.5,630778.98,2.627273
2007,Delhi,Jowar,Kharif,8837.0,677.5,1178855.8,1413.92,0.93
2017,Andhra Pradesh,Arhar/Tur,Kharif,275367.0,868.2,43353780.48,104639.46,0.567692
2019,Arunachal Pradesh,Ginger,Whole Year,7900.0,2433.3,1356904.0,2923.0,6.1016
2004,Chhattisgarh,Bajra,Kharif,49.0,1122.8,5308.66,10.29,0.422
2015,Sikkim,Barley,Rabi,447.0,2949.1,70585.77,147.51,1.005
2008,Haryana,Maize,Kharif,11769.0,715.6,1683437.76,1059.21,1.152222
2017,Mizoram,Soyabean,Kharif,1008.3,3865.8,158746.75,383.15,1.3675
2014,Mizoram,Rice,Autumn,20064.0,2029.9,3028861.44,6621.12,1.14875
2015,Chhattisgarh,Linseed,Rabi,25078.0,1136.0,3960066.98,8275.74,0.38
2010,Madhya Pradesh,Soyabean,Kharif,5538358.0,856.3,919976647.4,1329205.92,0.9984
2013,Rajasthan,Mustard,Rabi,1428408.87,401.9,392361.43,3604.79,1.152138
2007,Punjab,Gram,Rabi,2700.0,527.2,360180.0,432.0,1.006667
2004,Uttar Pradesh,Dry chillies,Whole Year,19027.0,704.0,2061385.18,3995.67,0.938939
2012,Gujarat,Dry chillies,Whole Year,6500.0,460.6,980200.0,2015.0,0.993571
2014,Uttar Pradesh,Arhar/Tur,Kharif,286511.0,616.4,43251700.56,94548.63,0.656944
2015,Assam,Tapioca,Whole Year,3177.0,2155.3,501680.07,1048.41,8.456538
2017,Uttarakhand,Onion,Whole Year,3499.0,1475.8,550882.56,1329.62,16.44
2018,Nagaland,Horse-gram,Kharif,540.0,1372.7,87588.0,189.0,1.041818
2001,Himachal Pradesh,Moong(Green Gram),Kharif,94.0,918.1,9600.22,24.44,0.498571
2013,Gujarat,Other  Rabi pulses,Rabi,20524.0,1006.5,2965512.76,5541.48,0.7475
2007,Bihar,Khesari,Rabi,98114.0,1600.2,13088407.6,15698.24,0.803684
2016,Uttarakhand,Sugarcane,Whole Year,91995.0,1580.9,14098233.75,32198.25,63.694
2004,Bihar,Jute,Kharif,134450.0,1147.8,14566313.0,28234.5,7.890714
2003,Himachal Pradesh,Potato,Whole Year,15036.0,1112.6,1488263.28,3608.64,11.486667
2003,Uttarakhand,other oilseeds,Kharif,411.0,1734.3,40680.78,98.64,0.637
2018,Chhattisgarh,Bajra,Kharif,44.0,1515.5,7136.8,15.4,0.591667
2018,Puducherry,Sesamum,Kharif,2.0,1693.9,324.4,0.7,1.0
2000,Mizoram,Cotton(lint),Kharif,483.0,2834.3,47416.11,125.58,2.645
2015,Assam,Banana,Whole Year,51103.0,2155.3,8069674.73,16863.99,16.633704
2000,Punjab,Arhar/Tur,Kharif,8700.0,405.3,854079.0,2262.0,0.913846
2007,Manipur,Rice,Kharif,166150.0,1435.7,22164410.0,26584.0,2.378889
2009,Gujarat,Guar seed,Whole Year,132700.0,618.0,20677314.0,22559.0,0.376364
2008,Manipur,Moong(Green Gram),Kharif,431.0,1134.8,61650.24,38.79,1.133333
2011,Meghalaya,Tapioca,Kharif,4203.0,4083.1,704086.56,1386.99,6.122857
2018,Manipur,Wheat,Rabi,2290.0,1196.9,371438.0,801.5,2.395556
2007,Maharashtra,Other Kharif pulses,Kharif,177400.0,1257.2,23665160.0,28384.0,0.496774
2019,Kerala,Cotton(lint),Whole Year,54.0,3119.2,9275.04,19.98,1.51
2018,Madhya Pradesh,Coriander,Whole Year,279980.0,1102.2,45412756.0,97993.0,1.6896
2006,Tamil Nadu,Banana,Whole Year,105206.0,927.9,13435858.26,23145.32,54.02931
2018,Andhra Pradesh,Rapeseed &Mustard,Rabi,4485.0,1220.5,727467.0,1569.75,0.25
2004,Uttar Pradesh,Jowar,Kharif,243547.0,704.0,26385881.98,51144.87,0.946562
2006,Jammu and Kashmir,Masoor,Rabi,129.0,1786.5,16474.59,28.38,0.4775
2016,West Bengal,Castor seed,Kharif,62.0,1795.8,9501.5,21.7,0.63
2003,Uttar Pradesh,Wheat,Rabi,9443104.0,1075.6,934678433.9,2266344.96,2.767429
2007,Bihar,Mesta,Kharif,22626.0,1600.2,3018308.4,3620.16,8.203043
2020,Uttar Pradesh,Onion,Rabi,173292.01,808.2,15629.83,2072.18,21.731859
2011,Haryana,Jowar,Kharif,64690.0,471.5,10836868.8,21347.7,0.506364
2012,Madhya Pradesh,Jowar,Kharif,291553.0,1049.5,43966192.4,90381.43,1.712653
2000,West Bengal,Mustard,Rabi,508541.9,1568.5,41716.84,3642.22,1.197626
2016,Punjab,Cotton(lint),Kharif,285000.0,635.9,43676250.0,99750.0,4.2325
2006,Punjab,Bajra,Kharif,6000.0,569.6,766260.0,1320.0,1.0
2001,Maharashtra,Gram,Rabi,756300.0,1035.8,77240919.0,196638.0,0.583871
2012,Maharashtra,Ragi,Kharif,124500.0,1003.4,18774600.0,38595.0,1.117
2010,Meghalaya,Mesta,Kharif,4122.0,3119.7,684705.42,989.28,4.5
2012,Uttar Pradesh,Dry chillies,Kharif,13883.0,746.3,2093556.4,4303.73,0.810455
2017,West Bengal,Masoor,Rabi,155818.0,1830.0,24531985.92,59210.84,0.822857
2015,Karnataka,Other Kharif pulses,Kharif,51342.0,1024.9,8107415.22,16942.86,1.2296
2015,Gujarat,Dry chillies,Whole Year,5913.0,584.3,933721.83,1951.29,0.9625
2014,Meghalaya,Cowpea(Lobia),Rabi,1622.0,3484.4,244857.12,535.26,1.549091
2011,Arunachal Pradesh,Sugarcane,Whole Year,1550.0,2193.7,259656.0,511.5,20.083333
2018,Kerala,Cotton(lint),Whole Year,59.4,2989.7,9634.68,20.79,1.51
2001,Gujarat,Maize,Kharif,443500.0,666.5,45294655.0,115310.0,2.108667
2008,Karnataka,Other Kharif pulses,Kharif,132310.0,1164.1,18925622.4,11907.9,0.77
2014,Telangana,Mesta,Kharif,7.0,746.4,1056.72,2.31,7.14
2020,Kerala,Coconut,Whole Year,237270.57,2756.6,33925.81,1744.24,9092.590556
2005,Manipur,Banana,Whole Year,4420.0,1585.4,530046.4,928.2,12.8775
2003,Odisha,Bajra,Kharif,3270.0,1648.2,323664.6,784.8,0.538333
2018,Jammu and Kashmir,Dry chillies,Kharif,672.0,1016.3,108998.4,235.2,0.863636
2005,Gujarat,Rice,Kharif,648300.0,942.4,77744136.0,136143.0,1.843125
2008,Karnataka,Rapeseed &Mustard,Rabi,4573.0,1164.1,654121.92,411.57,0.3875
2000,Jammu and Kashmir,Wheat,Rabi,276815.0,989.5,27174928.55,71971.9,0.820833
2015,Chhattisgarh,Onion,Whole Year,5170.0,1136.0,816394.7,1706.1,5.973043
2011,Chhattisgarh,Wheat,Rabi,104825.0,1302.7,17560284.0,34592.25,1.512
2017,Jammu and Kashmir,Cotton(lint),Kharif,5.0,1279.1,787.2,1.9,0.52
2000,Bihar,Maize,Kharif,272957.0,1207.0,26796188.69,70968.82,1.728919
2010,West Bengal,Rice,Autumn,212132.0,1096.0,35237246.52,50911.68,2.081667
2013,Rajasthan,Wheat,Rabi,3069549.35,404.3,617291.89,29888.54,4.238933
2002,Rajasthan,Mustard,Rabi,1033538.26,364.8,152845.41,9745.75,1.225192
2012,Jammu and Kashmir,Masoor,Kharif,344.0,1116.7,51875.2,106.64,0.6
2010,Sikkim,Other Kharif pulses,Kharif,3000.0,2527.0,498330.0,720.0,2.715
2010,Mizoram,Onion,Rabi,3.0,2738.7,498.33,0.72,3.0
2011,Uttar Pradesh,Moong(Green Gram),Kharif,38194.0,777.4,6398258.88,12604.02,0.426923
2016,Madhya Pradesh,Other Kharif pulses,Kharif,2000.0,1048.4,306500.0,700.0,1.0
2000,Kerala,Sweet potato,Whole Year,816.0,2412.6,80106.72,212.16,11.466154
2020,Himachal Pradesh,Potato,Rabi,212099.27,1099.7,30317.31,1579.62,25.084518
2009,Bihar,Onion,Rabi,78779.8,738.3,11215.48,106.07,14.982299
2015,Chhattisgarh,Turmeric,Whole Year,1800.0,1136.0,284238.0,594.0,1.093182
2002,Assam,Mustard,Rabi,900027.27,1920.7,78890.31,5190.88,1.137523
2011,Tamil Nadu,Sweet potato,Whole Year,390.0,926.5,65332.8,128.7,20.572381
2006,Jammu and Kashmir,Cowpea(Lobia),Kharif,1432.0,1786.5,182880.72,315.04,0.4
2011,Kerala,Ginger,Whole Year,6907.59,3035.1,1157159.48,2279.5,3.563571
2011,Nagaland,Ragi,Kharif,310.0,1544.4,51931.2,102.3,0.962857
2006,West Bengal,Tobacco,Whole Year,11991.0,1631.4,1531370.61,2638.02,0.8
2018,Meghalaya,Arhar/Tur,Kharif,1183.0,5649.1,191882.6,414.05,1.118
2017,Meghalaya,Black pepper,Rabi,1025.0,4472.3,161376.0,389.5,0.76
2019,Gujarat,Sugarcane,Whole Year,160940.0,1067.8,27643054.4,59547.8,70.57
2020,Andhra Pradesh,Coconut,Whole Year,173991.87,961.3,29131.49,587.4,9158.374707
2010,Chhattisgarh,Coriander,Whole Year,3342.0,1283.1,555139.62,802.08,0.278235
2003,Andhra Pradesh,Other Kharif pulses,Kharif,8349.0,826.0,826384.02,2003.76,0.240769
2002,West Bengal,Sannhamp,Whole Year,1374.0,1629.1,130076.58,343.5,5.218571
2008,Gujarat,Sesamum,Kharif,238500.0,746.1,34115040.0,21465.0,0.342857
2013,Uttar Pradesh,Sesamum,Kharif,293360.0,995.2,42387586.4,79207.2,0.140299
2014,Nagaland,Masoor,Rabi,2110.0,1333.3,318525.6,696.3,0.816667
2001,Chhattisgarh,Gram,Rabi,169488.0,1550.0,17309809.44,44066.88,0.7325
2006,West Bengal,Cardamom,Whole Year,2874.0,1631.4,367038.54,632.28,0.24
2010,Nagaland,Castor seed,Kharif,270.0,1771.8,44849.7,64.8,0.626667
2004,Puducherry,Sesamum,Kharif,142.0,1434.6,15384.28,29.82,0.445
2009,Madhya Pradesh,Cotton(lint),Whole Year,623072.0,904.1,97087079.04,105922.24,0.198421
2016,West Bengal,Sunflower,Kharif,7231.0,1795.8,1108150.75,2530.85,1.32625
2016,Maharashtra,Jowar,Kharif,603420.0,1151.1,92474115.0,211197.0,0.926154
2005,Uttarakhand,Maize,Kharif,31372.0,1353.3,3762130.24,6588.12,1.142308
2001,Maharashtra,Niger seed,Kharif,56000.0,1035.8,5719280.0,14560.0,0.359524
2012,Kerala,Potato,Whole Year,975.0,2187.6,147030.0,302.25,18.905
2000,Karnataka,Cotton(lint),Kharif,551763.0,1213.3,54166573.71,143458.38,1.593333
2013,Manipur,Rapeseed &Mustard,Rabi,28270.0,1428.8,4084732.3,7632.9,0.838889
2002,Maharashtra,Groundnut,Kharif,350900.0,967.4,33219703.0,87725.0,0.748276
2017,Jharkhand,Horse-gram,Kharif,14088.0,1165.7,2218014.72,5353.44,0.631
2017,Jharkhand,Linseed,Rabi,52072.0,1165.7,8198215.68,19787.36,0.582609
2001,West Bengal,Cotton(lint),Kharif,1795.0,1556.6,183323.35,466.7,1.993333
2016,Meghalaya,Jute,Kharif,6665.0,3837.1,1021411.25,2332.75,9.924
2002,Assam,Niger seed,Kharif,9904.0,1973.6,937611.68,2476.0,0.52
2015,Maharashtra,Mango,Whole Year,165574.32,2179.1,46429.15,240.77,7.283321
2006,Uttarakhand,Other Cereals,Kharif,4615.0,1178.9,589381.65,1015.3,0.43625
2014,Assam,Niger seed,Kharif,7152.0,1899.0,1079665.92,2360.16,0.590455
2017,Nagaland,Horse-gram,Kharif,520.0,1722.1,81868.8,197.6,1.064545
2017,Telangana,Banana,Kharif,1717.0,815.7,270324.48,652.46,64.510833
2016,Jharkhand,Ragi,Autumn,19421.0,1296.3,2976268.25,6797.35,0.992667
2003,Madhya Pradesh,Peas & beans (Pulses),Rabi,5.0,1163.0,494.9,1.2,0.4
2011,Tamil Nadu,Rice,Kharif,1903772.0,926.5,318919885.4,628244.76,4.226452
2012,Jammu and Kashmir,Peas & beans (Pulses),Kharif,165.0,1116.7,24882.0,51.15,6.005
2011,Delhi,Barley,Kharif,66.0,641.4,11056.32,21.78,2.95
2006,Karnataka,Niger seed,Kharif,27426.0,1146.3,3502574.46,6033.72,0.213043
2014,Himachal Pradesh,Coriander,Rabi,172.0,1019.9,25965.12,56.76,0.24
2012,Sikkim,Soyabean,Kharif,3860.0,3006.9,582088.0,1196.6,0.9175
2016,Chhattisgarh,Sunflower,Kharif,2273.0,1298.9,348337.25,795.55,0.054706
2000,Gujarat,Urad,Kharif,84000.0,379.7,8246280.0,21840.0,0.32875
2015,Nagaland,Jute,Kharif,2430.0,1308.3,383721.3,801.9,6.1725
2019,Nagaland,Rapeseed &Mustard,Rabi,27490.0,1593.0,4721682.4,10171.3,1.011818
2003,Delhi,Barley,Kharif,86.0,962.3,8512.28,20.64,2.97
2013,Haryana,Sesamum,Kharif,1300.0,452.2,187837.0,351.0,0.407778
2008,West Bengal,Linseed,Rabi,4565.0,1560.1,652977.6,410.85,0.218
2007,West Bengal,Rapeseed &Mustard,Rabi,407498.0,2007.5,54360233.2,65199.68,0.771667
2005,Karnataka,Tomato,Whole Year,29102.2,848.6,2361.4,114.97,20.683748
2016,Haryana,Ginger,Whole Year,108.0,554.7,16551.0,37.8,15.103333
2007,Himachal Pradesh,Garlic,Rabi,4299.0,1095.4,573486.6,687.84,1.125
2015,Telangana,Groundnut,Kharif,13470.0,747.9,2127047.7,4445.1,1.348333
2002,Jammu and Kashmir,Sesamum,Kharif,6416.0,933.2,607402.72,1604.0,0.4275
2001,Himachal Pradesh,Sesamum,Kharif,4475.0,918.1,457031.75,1163.5,0.35
2005,Assam,Jute,Kharif,56757.0,2184.6,6806299.44,11918.97,10.287407
2014,Uttarakhand,Other Kharif pulses,Kharif,12717.0,1287.4,1919758.32,4196.61,0.955455
2010,Himachal Pradesh,Sesamum,Kharif,2890.0,1319.8,480057.9,693.6,0.318889
2011,Andhra Pradesh,Rapeseed &Mustard,Rabi,6617.0,861.9,1108479.84,2183.61,2.444286
2017,Manipur,Arhar/Tur,Kharif,527.0,1780.0,82970.88,200.26,1.128889
2011,Madhya Pradesh,Banana,Whole Year,16990.0,852.6,2846164.8,5606.7,19.146316
2008,Assam,Coconut,Whole Year,19135.0,2109.9,2737070.4,1722.15,7716.895185
2012,Goa,Other  Rabi pulses,Rabi,9723.0,3048.9,1466228.4,3014.13,0.905
2005,Karnataka,Coconut,Whole Year,395885.0,1316.2,47474529.2,83135.85,4165.660741
2018,Punjab,Rice,Kharif,3103000.0,585.5,503306600.0,1086050.0,4.011818
2020,Chhattisgarh,Sugarcane,Whole Year,1280113.07,1573.6,142408.08,8648.57,76.899582
2014,Andhra Pradesh,Rice,Kharif,1634921.0,687.6,246807674.2,539523.93,3.184615
2016,Telangana,Mango,Whole Year,121393.56,719.4,19231.94,504.55,6.884825
2003,Uttarakhand,Masoor,Rabi,11618.0,1734.3,1149949.64,2788.32,0.61
2015,Nagaland,Rice,Kharif,176790.0,1308.3,27916908.9,58340.7,2.41
2011,Uttarakhand,Garlic,Whole Year,3039.0,1564.7,509093.28,1002.87,6.487826
2004,Chhattisgarh,Other  Rabi pulses,Rabi,1393.0,1122.8,150917.62,292.53,0.9
2008,Maharashtra,Cotton(lint),Kharif,3146000.0,1052.8,450003840.0,283140.0,1.516296
2016,Karnataka,Cardamom,Whole Year,16682.0,1147.2,2556516.5,5838.7,0.105714
2000,Rajasthan,Maize,Kharif,262984.6,299.7,31728.12,1216.91,2.325758
2017,Chhattisgarh,Sesamum,Kharif,17255.0,1124.5,2716627.2,6556.9,0.307778
2019,Andhra Pradesh,Cowpea(Lobia),Kharif,5816.0,899.2,998956.16,2151.92,0.503333
2015,Odisha,Rapeseed &Mustard,Winter,7308.0,1210.1,1154006.28,2411.64,0.206786
2005,Sikkim,Other Cereals,Rabi,2010.0,2041.6,241039.2,422.1,0.7975
2004,West Bengal,Rapeseed &Mustard,Rabi,457495.0,1612.9,49565008.3,96073.95,0.707222
2002,Madhya Pradesh,Sugarcane,Whole Year,39073.0,800.8,3699040.91,9768.25,28.415
2013,Maharashtra,Wheat,Rabi,1028200.0,1409.8,148564618.0,277614.0,1.462414
2005,Nagaland,Moong(Green Gram),Kharif,730.0,1568.6,87541.6,153.3,0.83125
2012,Jammu and Kashmir,Onion,Kharif,86.0,1116.7,12968.8,26.66,0.94
2016,Karnataka,Linseed,Rabi,2854.0,1147.2,437375.5,998.9,0.079091
2000,Bihar,Garlic,Whole Year,2560.0,1207.0,251315.2,665.6,1.365
2019,Tripura,Arhar/Tur,Kharif,4832.0,2252.8,829944.32,1787.84,0.78875
2019,Nagaland,Cowpea(Lobia),Kharif,560.0,1593.0,96185.6,207.2,1.483333
2006,Delhi,Maize,Kharif,67.0,462.7,8556.57,14.74,1.82
2008,Maharashtra,Small millets,Kharif,68300.0,1052.8,9769632.0,6147.0,0.457586
2012,Uttar Pradesh,Urad,Kharif,524224.0,746.3,79052979.2,162509.44,0.656164
2016,Meghalaya,Banana,Kharif,7240.0,3837.1,1109530.0,2534.0,10.725455
2000,Punjab,Cotton(lint),Kharif,474000.0,405.3,46532580.0,123240.0,2.131
2011,Assam,Sesamum,Kharif,11801.0,1743.4,1976903.52,3894.33,0.594444
2010,Tamil Nadu,Moong(Green Gram),Kharif,171666.0,1095.2,28515439.26,41199.84,0.465667
2013,Meghalaya,Turmeric,Whole Year,2465.0,2448.4,356167.85,665.55,5.89
2019,Haryana,Horse-gram,Kharif,425.0,351.8,72998.0,157.25,0.666667
2014,Uttarakhand,Arhar/Tur,Kharif,3150.0,1287.4,475524.0,1039.5,0.7825
2010,Manipur,Sugarcane,Whole Year,5200.0,2160.5,863772.0,1248.0,59.034444
2004,Haryana,Horse-gram,Kharif,515.0,484.6,55795.1,108.15,0.103333
2004,Delhi,Sugarcane,Whole Year,4.0,651.9,433.36,0.84,75.25
2002,Maharashtra,Castor seed,Kharif,29700.0,967.4,2811699.0,7425.0,0.1815
2014,Chhattisgarh,Maize,Kharif,125074.0,1274.7,18881171.04,41274.42,1.803333
2002,Tamil Nadu,Sunflower,Kharif,7709.0,315.9,729811.03,1927.25,1.075217
2003,Goa,Other  Rabi pulses,Rabi,9284.0,3011.6,918930.32,2228.16,0.95
2012,Haryana,Sunflower,Kharif,3891.0,307.9,586762.8,1206.21,2.086667
2004,Bihar,Tobacco,Whole Year,16071.0,1147.8,1741132.14,3374.91,1.137647
2008,Maharashtra,Safflower,Rabi,185700.0,1052.8,26562528.0,16713.0,0.5495
2001,Assam,Moong(Green Gram),Rabi,8206.0,1824.7,838078.78,2133.56,0.441739
2016,Bihar,Garlic,Whole Year,1866.0,1205.6,285964.5,653.1,1.525517
2007,Jammu and Kashmir,Rapeseed &Mustard,Rabi,58490.0,1042.2,7802566.0,9358.4,0.547368
2018,Uttar Pradesh,Rice,Kharif,5894983.0,792.8,956166242.6,2063244.05,2.6056
2002,Odisha,Potato,Whole Year,7076.0,1102.8,669884.92,1769.0,8.908214
2009,Tamil Nadu,Turmeric,Whole Year,33366.0,928.5,5199090.12,5672.22,5.103077
2007,Karnataka,Turmeric,Whole Year,13500.0,1323.3,1800900.0,2160.0,7.861111
2005,West Bengal,Ragi,Kharif,12621.0,1650.1,1513510.32,2650.41,0.868
2014,Karnataka,Cashewnut,Whole Year,64550.0,1238.5,9744468.0,21301.5,0.83619
2003,Bihar,Coriander,Whole Year,2169.0,1353.9,214687.62,520.56,0.690968
2018,Manipur,Ginger,Kharif,5493.0,1196.9,890964.6,1922.55,12.255
2005,Odisha,Groundnut,Autumn,34909.0,1503.4,4186287.28,7330.89,0.706
2010,West Bengal,Maize,Autumn,32295.0,1096.0,5364522.45,7750.8,2.453846
2000,Telangana,Cotton(lint),Kharif,1657562.67,1024.1,182191.61,2244.19,0.459625
2002,Uttarakhand,Rapeseed &Mustard,Rabi,11423.0,1610.3,1081415.41,2855.75,0.480769
2014,Telangana,Turmeric,Kharif,43470.0,746.4,6562231.2,14345.1,4.693333
2019,Himachal Pradesh,Ragi,Kharif,1757.0,1217.7,301782.32,650.09,1.0725
2001,Tamil Nadu,Arhar/Tur,Kharif,63613.0,481.3,6496795.69,16539.38,0.623333
2003,Odisha,Coriander,Whole Year,19010.0,1648.2,1881609.8,4562.4,0.480667
2018,Assam,Black pepper,Whole Year,3388.0,2372.9,549533.6,1185.8,2.131111
2017,Meghalaya,Potato,Summer,12559.0,4472.3,1977288.96,4772.42,8.254545
2007,Jammu and Kashmir,Potato,Kharif,1380.0,1042.2,184092.0,220.8,4.94875
2007,Madhya Pradesh,Linseed,Rabi,108444.0,740.4,14466429.6,17351.04,0.5075
2006,Meghalaya,Potato,Rabi,18173.0,2454.7,2320873.83,3998.06,8.212857
2010,Goa,Sugarcane,Whole Year,921.0,4193.3,152987.31,221.04,48.715
2008,Rajasthan,Groundnut,Kharif,640628.78,390.3,106813.54,4613.24,1.611338
2007,West Bengal,Groundnut,Kharif,3257.0,2007.5,434483.8,521.12,1.014
2005,Manipur,Potato,Whole Year,4870.0,1585.4,584010.4,1022.7,5.2
2005,Meghalaya,Sugarcane,Whole Year,80.0,3374.4,9593.6,16.8,2.342
2001,Tamil Nadu,Sugarcane,Whole Year,321173.0,481.3,32801398.49,83504.98,102.010741
2002,Himachal Pradesh,Maize,Kharif,299801.0,890.8,28382160.67,74950.25,1.6075
2007,Bihar,Sunflower,Rabi,22052.0,1600.2,2941736.8,3528.32,1.43037
2016,Delhi,Rice,Kharif,5973.0,747.1,915362.25,2090.55,2.89
2011,Haryana,Ginger,Kharif,64.0,471.5,10721.28,21.12,0.583333
2019,West Bengal,Ragi,Autumn,2851.0,1733.4,489687.76,1054.87,0.86
2014,Bihar,Rapeseed &Mustard,Rabi,84445.0,1061.0,12747817.2,27866.85,1.041892
2002,Madhya Pradesh,Sunflower,Kharif,2354.0,800.8,222853.18,588.5,0.272273
2019,Kerala,Small millets,Kharif,30.0,3119.2,5152.8,11.1,0.73
2014,Telangana,Groundnut,Kharif,12402.0,746.4,1872205.92,4092.66,1.36125
2007,Rajasthan,Coriander,Rabi,33144.88,258.4,4547.99,157.95,0.705702
2015,Haryana,Rice,Kharif,1353000.0,426.8,213652230.0,446490.0,2.963
2005,Jharkhand,Sugarcane,Whole Year,130.68,965.2,15671.15,27.44,4.12
2009,Tripura,Urad,Kharif,764.0,2004.2,119046.48,129.88,0.5875
2002,Assam,Jute,Kharif,67915.0,1973.6,6429513.05,16978.75,9.963478
2019,Bihar,Onion,Rabi,12965.0,1194.7,2226868.4,4797.05,12.605263
2013,Tripura,Moong(Green Gram),Kharif,631.0,2043.5,91173.19,170.37,0.5275
2008,Uttar Pradesh,Jowar,Kharif,192564.0,891.6,27544354.56,17330.76,1.083621
2016,Madhya Pradesh,Mesta,Kharif,2000.0,1048.4,306500.0,700.0,0.65125
2015,Punjab,Mustard,Rabi,478002.44,565.0,119006.18,5035.05,1.653427
2019,Andhra Pradesh,Sunflower,Kharif,1869.0,899.2,321019.44,691.53,1.23
2015,Manipur,Cowpea(Lobia),Kharif,962.0,1329.1,151909.42,317.46,1.107778
2011,Andhra Pradesh,Coriander,Whole Year,12821.0,861.9,2147773.92,4230.93,0.6025
2018,Andhra Pradesh,Potato,Kharif,486.0,1220.5,78829.2,170.1,7.44
2001,Mizoram,Tapioca,Whole Year,307.0,2406.4,31353.91,79.82,5.7375
2007,Bihar,Ginger,Kharif,699.0,1600.2,93246.6,111.84,1.644545
2018,Uttarakhand,Other Cereals,Kharif,768.0,1373.0,124569.6,268.8,0.561429
2009,Tamil Nadu,Sesamum,Whole Year,62677.0,928.5,9766330.14,10655.09,0.413448
2019,Tamil Nadu,Small millets,Kharif,17928.0,910.1,3079313.28,6633.36,1.360769
2007,Tripura,Sesamum,Kharif,1776.0,2831.8,236918.4,284.16,0.5
2011,Gujarat,Soyabean,Kharif,42100.0,890.5,7052592.0,13893.0,0.768
2013,Telangana,Masoor,Rabi,382.0,1348.7,55195.18,103.14,0.51
2019,Andhra Pradesh,Coriander,Rabi,1119.0,899.2,192199.44,414.03,0.50375
2000,Andhra Pradesh,Safflower,Rabi,16198.0,935.6,1590157.66,4211.48,0.34
2002,Mizoram,Masoor,Kharif,26.0,2627.0,2461.42,6.5,1.08
2003,West Bengal,Wheat,Rabi,425721.0,1526.7,42137864.58,102173.04,2.194444
2003,Jammu and Kashmir,Sesamum,Kharif,5744.0,1430.3,568541.12,1378.56,0.438
2014,Jharkhand,Rice,Autumn,139909.0,1156.6,21120662.64,46169.97,1.01
2013,Himachal Pradesh,Dry chillies,Kharif,419.0,1216.9,60541.31,113.13,0.312
2018,Karnataka,Mango,Whole Year,174124.97,2026.4,44035.21,1295.06,7.655376
2009,Delhi,Potato,Whole Year,88.0,528.4,13712.16,14.96,249.99
2007,Uttarakhand,Wheat,Rabi,372919.0,1924.3,49747394.6,59667.04,1.673846
2007,West Bengal,Tobacco,Whole Year,11698.0,2007.5,1560513.2,1871.68,0.796667
2019,Karnataka,Cardamom,Whole Year,1939.0,1422.3,333042.64,717.43,0.105238
2001,Uttarakhand,Other  Rabi pulses,Rabi,211.0,1541.3,21549.43,54.86,0.3875
2014,Himachal Pradesh,Moong(Green Gram),Kharif,222.0,1019.9,33513.12,73.26,0.485714
2009,Puducherry,Dry chillies,Kharif,1.0,1434.6,155.82,0.17,1.0
2013,Meghalaya,Peas & beans (Pulses),Rabi,2207.0,2448.4,318889.43,595.89,1.666364
2014,West Bengal,Rapeseed &Mustard,Rabi,448602.0,1483.5,67720957.92,148038.66,0.932778
2006,Meghalaya,Arecanut,Rabi,12081.0,2454.7,1542864.51,2657.82,1.254286
2008,Kerala,Cotton(lint),Kharif,1152.0,2524.8,164782.08,103.68,1.3
2007,West Bengal,Safflower,Rabi,865.0,2007.5,115391.0,138.4,1.088889
2018,Gujarat,Other Cereals,Kharif,1300.0,1125.4,210860.0,455.0,0.873077
2002,Gujarat,Cotton(lint),Kharif,1634800.0,458.4,154766516.0,408700.0,1.349412
2004,Tripura,Urad,Kharif,1026.0,2706.3,111156.84,215.46,0.575
2014,Chhattisgarh,Sweet potato,Whole Year,2553.0,1274.7,385400.88,842.49,5.429231
2010,Punjab,Barley,Rabi,12000.0,392.7,1993320.0,2880.0,3.64625
2012,Gujarat,Onion,Rabi,14500.0,460.6,2186600.0,4495.0,23.321
2006,Assam,Masoor,Rabi,20137.0,1774.9,2571696.27,4430.14,0.5184
2004,Sikkim,Rapeseed &Mustard,Rabi,4290.0,1650.5,464778.6,900.9,2.29
2001,Karnataka,Moong(Green Gram),Kharif,251332.0,1002.9,25668537.16,65346.32,0.318261
2007,Delhi,Wheat,Rabi,17482.0,677.5,2332098.8,2797.12,4.36
2019,Nagaland,Sesamum,Kharif,3740.0,1593.0,642382.4,1383.8,0.613636
