State,Crop,Soil_Type,Fertilizer,N,P,K,Rainfall_mm,Temperature_C,Yield_kg_per_acre,Soil_pH,Year,Humidity_pct,Solar_Radiation_W_m2,Irrigation_Method,Pesticide_Usage_kg_ha
Odisha,Maize,Clay,Organic,81.28651297049919,7.745528212834196,160.74560053081362,56.68719635571787,34.30589144634913,304.09945857721806,6.35718123333656,2004,72.84714845549496,441.1638435693222,Flood,2.19158262622231
Odisha,Maize,Black Soil,Urea,102.74557769187498,87.70445788169089,26.591325755371983,262.1487307974722,26.166351482278102,429.78462463025727,5.5131830732042895,2004,41.77405690127134,501.2814304566495,Sprinkler,0.1523131796074869
Tamil Nadu,Sugarcane,Loamy,Urea,40.300215641026185,28.98255402574956,63.64805032693765,100.68146042033992,23.309945445384,167.12875801915965,6.745690952974956,2008,71.40452125132786,383.1509107900733,Flood,2.157941355016177
Gujarat,Groundnut,Clay,Compost,81.16936840772404,75.38555442971347,134.57413258412433,174.5768094574417,18.247684179048903,545.8000042803252,5.470396614469453,2011,53.42258676281723,420.9376008727048,Flood,5.335013310472906
Uttar Pradesh,Rice,Red Soil,Compost,139.35232319749773,74.5992096913923,73.48659532429782,193.90907093336511,28.41764792550908,1721.6902133636672,6.846686511068309,2010,54.94648805937909,471.7687958075071,Drip,0.1548476294779077
Madhya Pradesh,Rice,Sandy,Organic,8.98317832973822,34.59167111866337,80.61330500356355,254.59225749571243,34.531156200372955,530.4416252892322,6.073828869179498,2006,58.1506497655663,405.6294568569924,Drip,1.074641163773245
Odisha,Soybean,Sandy,Compost,77.28463968402716,56.61292458602893,113.6457466919982,162.0688515724478,35.33321837147594,572.3470968085705,7.208601210812782,2010,52.06251048765259,449.4982729254824,Drip,2.614477623434936
Karnataka,Wheat,Sandy,Organic,87.74252967336058,70.32261179657749,98.5413019973257,165.69768869146387,31.510184752425275,520.4602467385718,6.919630848114301,2012,36.0371986333554,483.6074023244484,Drip,2.203572660292455
Uttar Pradesh,Rice,Sandy,Organic,77.67908008530547,71.132097161855,109.61047369011192,149.80989762530868,17.63229538873679,1060.8484930307336,8.019810313430186,2021,48.57790860017074,540.2262344664377,Drip,0.5136864772563094
Punjab,Sugarcane,Red Soil,DAP,104.30222316944068,28.803113383961165,87.25219911086644,132.33491211286452,37.989140233801336,345.98285284632317,6.949925901909418,2014,69.8240616416363,594.925730185291,Sprinkler,0.3560231821005234
Uttar Pradesh,Groundnut,Red Soil,Organic,80.58738683566574,18.97800849311793,25.501969631378664,188.76603476455605,33.97340648457786,168.25129560337453,7.199657871496938,2013,69.94706408813227,453.6215628621892,,3.0672421257241806
Odisha,Rice,Alluvial,Compost,64.99862584980389,99.1664697976828,149.0840934857116,117.6905412778001,34.956777405737824,1200.6143878898974,7.208285133964253,2017,47.17345843439966,633.5104617268623,Flood,6.258283015339612
Andhra Pradesh,Cotton,Loamy,Organic,86.44913782498914,78.51186452523918,104.82406659220716,241.73509925193997,26.91915080816093,329.20243730756056,6.537235781092606,2006,57.60615759346128,593.8611078625494,Flood,2.918448237189861
Tamil Nadu,Maize,Black Soil,Compost,94.58161113943316,87.53110719736667,176.92872787351075,77.76642218899849,31.686400545269382,623.9944981940905,6.454892940377387,2007,41.60683368071625,550.4093831943942,Drip,6.60475848015448
Maharashtra,Groundnut,Clay,DAP,96.02666017608628,67.60628163395099,195.30618569153444,119.77696626254516,29.28250491821617,597.9435336182768,7.308021112943534,2018,42.62232489179014,515.3649129296618,Sprinkler,1.8577158593698635
Uttar Pradesh,Groundnut,Loamy,Organic,63.97174267552661,8.975787513181444,85.74098651637057,156.30072433609328,17.977362616266205,239.11981738994882,6.90717109492472,2013,31.382825304396444,531.9120841868541,Sprinkler,5.292937552695469
Karnataka,Cotton,Alluvial,Urea,109.52196409457986,40.29253826243426,98.0931320588712,164.99066639585172,19.906957960762284,302.1127124544421,7.349699821727209,2014,83.80479299446468,618.7051150666382,Drip,2.3451788727417924
Andhra Pradesh,Cotton,Sandy,DAP,9.954928355849924,71.31032294718605,11.468444137680804,295.63322729310715,32.62936096060521,190.6421114203776,6.772866055199834,2000,42.64239990449437,622.3579659759273,Flood,4.791260184939008
Haryana,Cotton,Clay,Organic,50.51804055797519,101.90466157290813,120.1924377483649,65.7339824239112,35.44943390140533,275.0424347782807,6.639219749690555,2022,43.6520326161878,633.4946728383643,,0.3524936141374273
Madhya Pradesh,Wheat,Loamy,Compost,76.33150548346228,100.20536137657705,127.7087019412502,174.60216716817348,33.592013299084144,491.3112637064782,7.937717440043787,2004,46.77608595870791,504.1326831877003,Sprinkler,3.380918701709492
Odisha,Groundnut,Black Soil,Organic,41.88532120051983,40.93190537511223,116.14348116566828,216.777035602652,21.12131084703161,467.5685495165319,7.184027558614528,2011,37.64448430172574,555.4967164998613,Flood,0.4381681068573129
Punjab,Maize,Sandy,Organic,56.27853616235848,56.15538696497992,178.11701223784524,256.7199315422054,30.675423451917982,764.8990855091438,7.967398059174419,2008,68.35577299088177,634.3546506622051,Drip,0.0556246065269746
Uttar Pradesh,Cotton,Red Soil,DAP,79.71722434335166,68.9830189212058,14.827345187302932,162.24160521228288,18.23858267027375,227.04705662211038,7.197550955398128,2001,34.508577190655195,437.6283965083607,Sprinkler,1.4579057805804394
Odisha,Cotton,Black Soil,Compost,103.65918250361604,76.46526253822198,14.316473651153252,297.924778549358,35.66113905008388,289.1032844503444,7.169736844852425,2001,38.052145579581016,468.1583146281697,Drip,0.76618973802346
Maharashtra,Cotton,Sandy,Urea,32.28783468829465,35.465341162792186,105.22169559768533,273.4736542204756,26.811445873247965,244.01791630169845,7.441739728295682,2013,68.68540359540557,501.6036663013479,Drip,0.0890145574167804
Uttar Pradesh,Cotton,Sandy,Organic,140.54575080965623,27.03641737888195,118.60766530377128,132.44984319262392,29.054646211249736,306.40597547482895,6.862109161024487,2009,50.379637228886565,589.9598737979406,Flood,7.854717876817753
Haryana,Wheat,Alluvial,Compost,39.53960985242499,58.30987739139594,127.5516403056803,130.5959743764708,27.0164329872544,604.2271482581194,6.239443495057564,2013,72.47686960207135,591.5172150718623,Flood,2.1960215121901765
Gujarat,Wheat,Sandy,Compost,122.90833150640933,85.5009485207536,197.94987692056276,217.2637058106287,29.669605467063576,1079.1772662432743,5.445173968265373,2007,63.44548468020852,476.9135888802065,Sprinkler,4.64174606960959
Tamil Nadu,Cotton,Black Soil,DAP,75.62255478700742,39.35700716762809,120.68159823777997,176.847307562241,38.343321608043446,235.26333217906978,6.457579630520809,2003,45.36127038369078,349.139054562029,Sprinkler,13.987903151639442
Karnataka,Wheat,Black Soil,Compost,82.03213825617044,58.692541434109685,84.2728601965177,136.19315388616835,35.317307089824176,458.18733906821944,7.176736239595055,2015,69.04967702935969,524.6183944295967,Sprinkler,0.99505137817986
Gujarat,Groundnut,Sandy,Compost,99.88958979231433,17.54075920868292,158.20977087174987,132.4404787528373,30.66326168260504,435.3873161877899,6.833649728691761,2007,36.97642081757284,408.1683862671599,Flood,0.5880362826419359
Punjab,Sugarcane,Alluvial,Organic,61.99833381994991,23.55266101165839,103.35026060839144,131.7999885949444,24.455584576863032,275.332494335181,5.557715330562166,2016,62.18462298480183,351.00637953597777,,0.4063985168483757
Tamil Nadu,Soybean,Clay,Compost,112.28157019538544,110.45973055202892,43.41209252163253,166.36144097136108,32.207601852179295,439.65701644488377,7.918897675425724,2023,56.22888630270208,373.61284392662833,Flood,1.4479845034819514
Maharashtra,Groundnut,Red Soil,Organic,109.12798258544578,10.354543118669149,92.3631038717056,108.73208358746312,23.835192749135512,320.7719201751711,6.444187645654666,2009,46.07241496904645,532.6381007845561,Flood,1.8632188194889772
Andhra Pradesh,Sugarcane,Alluvial,Compost,65.72167008487007,22.07776446819237,33.76024726799527,85.00049270448764,29.620336385333328,168.38304339584565,7.334885344395501,2023,66.24029986437,636.1037360932808,Sprinkler,1.2789199047632636
Tamil Nadu,Wheat,Black Soil,Compost,71.33231903393377,51.59923830667775,187.7213865456096,123.08612757932988,33.24254881377672,434.53151890119614,7.066452547937696,2006,82.28001554041695,503.8894516236244,Sprinkler,0.9796030895623384
Gujarat,Soybean,Red Soil,Organic,80.58356593340946,36.07584300334728,52.81218356089222,45.20292794628052,21.35783108816714,139.0024978315501,6.520652799782559,2023,89.9342819857846,521.1380654645965,Drip,0.3685009842901705
Andhra Pradesh,Cotton,Black Soil,Compost,59.21545437507847,54.3108595981089,11.281208321290764,117.53673896896352,32.343632720493545,137.97497542698773,7.975401854270496,2005,66.46576612460547,618.2894938877926,Drip,1.166289556014908
Karnataka,Soybean,Clay,Organic,80.81544035064363,4.566577009246841,186.00520622463105,154.10844289853992,37.55880086305053,404.7254258114956,5.525227936513477,2007,54.28235245975021,345.5545090916446,Flood,0.1781939452021202
Andhra Pradesh,Rice,Sandy,Organic,82.0098861728951,71.47497072346268,70.16873866341098,65.95115347125353,30.96857394845164,645.761061646093,6.97581411222623,2013,43.5124260129721,552.0176421600272,Flood,4.005668665345261
Uttar Pradesh,Cotton,Black Soil,Compost,100.41467777260662,4.902277351066907,66.17577506568345,69.486287556406,26.382831131183355,113.36661009545054,7.966419297926074,2001,45.4257653637067,498.84102156811787,Sprinkler,0.0960764632888424
Gujarat,Soybean,Sandy,Urea,39.32074111849981,120.0947843860468,49.30301026259628,257.7351990902798,29.00434737500954,305.85925931022126,7.016260052340463,2013,58.76729868898594,556.6057458832067,Sprinkler,0.9581567585797464
Uttar Pradesh,Wheat,Alluvial,Organic,83.29421567409776,50.057885981399146,200.1908634411716,160.32211041072213,23.93923590223905,558.9108402462774,6.394467338906487,2014,52.03666207684255,451.6516091596184,Drip,0.2110274304356004
Punjab,Wheat,Loamy,DAP,100.96165980518086,37.86474351033757,106.6191016047569,72.57047032119502,33.38954787289201,339.73773993202536,6.185287352467164,2007,84.82887135749665,418.20627095735176,Sprinkler,2.983136422996106
Andhra Pradesh,Sugarcane,Loamy,DAP,134.77454458724293,2.547462425752116,70.59211638976647,299.52122662239844,21.60470474793372,412.21498849246257,7.78161492103176,2024,52.09772805934257,514.0508904285606,Sprinkler,0.7500764106797623
Andhra Pradesh,Soybean,Alluvial,Organic,119.55891603764246,58.8497311401238,153.55057438255284,61.79516171988568,23.67875249366184,882.6650060357935,7.335084861359351,2019,52.40667546872613,664.9191323334462,Sprinkler,0.2400587420273205
Uttar Pradesh,Wheat,Sandy,Urea,93.0730293820381,83.59194900019446,159.43974140446716,177.59386826890656,37.982151413344205,648.544356226751,7.455266908319435,2020,53.01207074603862,586.0910104541463,,1.5164012102970237
Uttar Pradesh,Maize,Red Soil,DAP,61.655405880360895,21.660865589710845,61.18435876973813,103.14450504993796,27.73226942549407,156.39803414677255,7.489405500316431,2006,80.19721262205948,449.2307229819909,Drip,4.960483269331148
Haryana,Cotton,Black Soil,DAP,100.2160869485982,55.34907239830706,105.4718159390175,258.43408263958105,25.63387576718304,442.4670946417438,6.422682474644,2014,69.04729925081412,365.902796401872,Sprinkler,4.786001704701124
Maharashtra,Sugarcane,Red Soil,Organic,114.66796033260354,60.84725080845517,77.63655666376687,61.34137656398483,29.66685910073241,432.74039891300646,6.050432870771426,2000,66.85013101913356,331.79327163022145,Sprinkler,0.574433804341281
Punjab,Soybean,Alluvial,Urea,68.96627340026399,88.2138207284512,5.15510702227061,126.275166136388,25.641595084924024,276.69267549838645,5.744517307050248,2023,50.04858134303173,631.6099451850481,,2.5435019417331666
Punjab,Cotton,Loamy,Organic,74.91491908507248,57.06407657990225,64.14308306604009,48.19875793142077,33.628641432114925,155.79952800111758,6.173846497438807,2010,79.07425060994638,404.4917711864173,Flood,0.0615044654454216
Tamil Nadu,Cotton,Clay,Compost,67.25028780799137,74.2746738738498,27.568588580129173,187.70001002085587,28.2067125441349,169.20656312862604,6.123013977482572,2002,32.301831681342065,467.4486587005064,Sprinkler,0.2827856750818631
Uttar Pradesh,Soybean,Loamy,Compost,104.83453872683631,56.1891856064048,123.31741641357532,151.02607182345727,33.13227582666435,668.2348708226168,6.910147989911917,2019,82.24783034028678,632.1211126077576,,1.3841849551645664
Maharashtra,Maize,Black Soil,Organic,16.294027020975268,88.30766527990457,73.80710668010757,178.17804811062973,22.908693615248783,396.925240443535,7.425703495573821,2008,60.764993987635776,338.6098544521008,Sprinkler,0.5195020934639926
Madhya Pradesh,Soybean,Black Soil,Urea,119.63917073541488,18.64338369734117,162.62471824445916,87.95450473726704,38.128849490005045,485.7038388568528,7.952507575209831,2006,53.89501409180477,649.2264509475059,Drip,3.201569458493357
Gujarat,Maize,Red Soil,Organic,15.992885576967232,22.8019502475456,102.8962807732561,139.48935807646086,22.12331282815958,341.862756310807,6.176192685957572,2022,59.83003684306114,474.6359546107498,Sprinkler,5.349390587145614
Punjab,Maize,Sandy,Organic,54.80626592444656,55.54736535946073,175.93474039403034,255.2314607161977,30.8156743291776,503.0126718543296,7.990312217668118,2008,70.04493183202987,385.1416684761261,Drip,0.0086854650204982
Madhya Pradesh,Cotton,Sandy,Compost,93.60878995954644,6.022876260225492,105.5798882606242,263.19797037249765,25.44764148757523,280.66917283400363,6.937622338428605,2001,30.76592559107384,475.2649072851087,Sprinkler,0.5303174877436125
Gujarat,Soybean,Black Soil,Urea,71.78832502884967,40.873059994496245,133.15753731228784,205.18061600683015,38.24362971380055,530.6646306089609,6.467090718096686,2013,82.29311138749486,427.7403218598522,,1.158042433742764
Karnataka,Cotton,Red Soil,Organic,41.69387583240522,55.09930602766575,53.38557239706915,213.067195113294,26.193697036711058,175.64868976502663,6.582469282546872,2019,56.80437151868357,544.0819798905716,Flood,1.656007076451418
Uttar Pradesh,Rice,Alluvial,DAP,86.13191235787403,73.98373512004959,110.76303924436397,104.79347830201952,25.123288872502336,1208.19491269601,7.387969239487806,2023,50.577991182004695,435.1867566112222,Drip,4.951563479606236
Tamil Nadu,Wheat,Sandy,DAP,95.14500315286077,70.08423031649617,11.36949725839703,121.16649311412188,27.92452736647816,336.94137417179644,6.406133390756195,2023,38.29473393804342,308.8357789080957,Drip,4.449091683620553
Gujarat,Wheat,Red Soil,Compost,48.25122879818625,6.226719868011871,78.10369385518719,232.9370676367864,34.242388190537824,245.02973938016748,7.65777767412405,2000,56.36792246150653,477.943746559101,Drip,2.027642296234459
Tamil Nadu,Wheat,Red Soil,Urea,90.61195748767506,54.66031958516682,56.55624859741001,278.7664889008432,21.463267711898297,390.8320976113594,5.997940128205509,2018,59.779366277062735,364.3454947713461,Drip,0.5951631937904954
Madhya Pradesh,Sugarcane,Loamy,Urea,120.13621456728254,31.00834549577729,52.38625926046949,124.98784087651865,23.68127319656047,255.94569144706753,7.407163523925855,2022,54.218801669608666,520.431988398832,Drip,3.0583702371529897
Tamil Nadu,Sugarcane,Sandy,Compost,109.68493889895596,52.56223470395859,82.61404085234084,225.0138703265409,31.65459081566989,558.0247439710711,6.60249095728744,2024,70.71960562961382,381.2869667716676,Sprinkler,0.4529275425165491
Maharashtra,Maize,Black Soil,Compost,102.8983245157846,99.67793418797376,69.81910173590076,253.51315081030572,21.56884714957473,579.9160259142188,7.573802956235629,2014,55.25379172555356,451.1987196827914,Flood,6.714685847397375
Odisha,Soybean,Sandy,Compost,77.97480257195097,58.92412795294338,113.72882030011996,166.48208465880913,35.144913686394595,578.0695913943696,7.150487463121788,2010,87.6850546707944,518.2587804214336,Flood,0.0117140694467904
Andhra Pradesh,Sugarcane,Alluvial,DAP,123.7450597408262,99.45717997642488,21.590438279469733,145.1534229349978,24.27765959170165,456.39516131679153,7.444016265603297,2000,65.95665106941551,478.75412749657306,Drip,1.6868730016518985
Tamil Nadu,Maize,Black Soil,Organic,104.87189596480997,48.64182175162703,8.484066452243322,118.33792650412512,19.836858048883716,342.95051920927096,6.880833607000493,2021,78.44867613911454,525.0430283001045,Sprinkler,0.1851019231285982
Maharashtra,Rice,Clay,DAP,73.87910989253783,52.15519093173515,82.84945948292025,239.6633336924477,30.44485778538308,941.8275990627155,6.2836398826332,2023,36.56135418656873,568.0287165717757,Drip,1.0471448070264384
Odisha,Rice,Alluvial,Compost,62.86623493134164,103.35009419134906,148.98722748946162,110.70063510053714,35.02172424804527,1088.384212902591,7.207347625952783,2017,53.83747757675434,384.2066300268694,Drip,2.0153517212662364
Odisha,Rice,Black Soil,Compost,9.11500881381905,107.66230855293772,110.14705997891072,186.16512212940745,29.662075197824237,1167.9660168480987,6.80367211149444,2015,50.21086208682917,493.5602459375292,Sprinkler,2.3397772880185825
